Datetime,Soil_Moisture_30cm
04/01/2007 00:00:00,0.4
04/01/2007 01:00:00,0.401
04/01/2007 02:00:00,0.4
04/01/2007 03:00:00,0.4
04/01/2007 04:00:00,0.399
04/01/2007 05:00:00,0.398
04/01/2007 06:00:00,0.4
04/01/2007 07:00:00,0.4
04/01/2007 08:00:00,0.399
04/01/2007 09:00:00,0.398
04/01/2007 10:00:00,0.399
04/01/2007 11:00:00,0.398
04/01/2007 12:00:00,0.399
04/01/2007 13:00:00,0.398
04/01/2007 14:00:00,0.397
04/01/2007 15:00:00,0.397
04/01/2007 16:00:00,0.397
04/01/2007 17:00:00,0.399
04/01/2007 18:00:00,0.4
04/01/2007 19:00:00,0.398
04/01/2007 20:00:00,0.4
04/01/2007 21:00:00,0.4
04/01/2007 22:00:00,0.401
04/01/2007 23:00:00,0.402
04/02/2007 00:00:00,0.403
04/02/2007 01:00:00,0.402
04/02/2007 02:00:00,0.401
04/02/2007 03:00:00,0.403
04/02/2007 04:00:00,0.403
04/02/2007 05:00:00,0.402
04/02/2007 06:00:00,0.401
04/02/2007 07:00:00,0.401
04/02/2007 08:00:00,0.401
04/02/2007 09:00:00,0.4
04/02/2007 10:00:00,0.4
04/02/2007 11:00:00,0.399
04/02/2007 12:00:00,0.4
04/02/2007 13:00:00,0.4
04/02/2007 14:00:00,0.399
04/02/2007 15:00:00,0.396
04/02/2007 16:00:00,0.397
04/02/2007 17:00:00,0.398
04/02/2007 18:00:00,0.396
04/02/2007 19:00:00,0.396
04/02/2007 20:00:00,0.399
04/02/2007 21:00:00,0.397
04/02/2007 22:00:00,0.395
04/02/2007 23:00:00,0.397
04/03/2007 00:00:00,0.397
04/03/2007 01:00:00,0.395
04/03/2007 02:00:00,0.393
04/03/2007 03:00:00,0.396
04/03/2007 04:00:00,0.394
04/03/2007 05:00:00,0.394
04/03/2007 06:00:00,0.395
04/03/2007 07:00:00,0.393
04/03/2007 08:00:00,0.394
04/03/2007 09:00:00,0.393
04/03/2007 10:00:00,0.392
04/03/2007 11:00:00,0.392
04/03/2007 12:00:00,0.392
04/03/2007 13:00:00,0.394
04/03/2007 14:00:00,0.393
04/03/2007 15:00:00,0.392
04/03/2007 16:00:00,0.393
04/03/2007 17:00:00,0.392
04/03/2007 18:00:00,0.392
04/03/2007 19:00:00,0.393
04/03/2007 20:00:00,0.393
04/03/2007 21:00:00,0.394
04/03/2007 22:00:00,0.393
04/03/2007 23:00:00,0.395
04/04/2007 00:00:00,0.395
04/04/2007 01:00:00,0.395
04/04/2007 02:00:00,0.395
04/04/2007 03:00:00,0.396
04/04/2007 04:00:00,0.395
04/04/2007 05:00:00,0.394
04/04/2007 06:00:00,0.394
04/04/2007 07:00:00,0.395
04/04/2007 08:00:00,0.392
04/04/2007 09:00:00,0.392
04/04/2007 10:00:00,0.393
04/04/2007 11:00:00,0.395
04/04/2007 12:00:00,0.39
04/04/2007 13:00:00,0.394
04/04/2007 14:00:00,0.392
04/04/2007 15:00:00,0.392
04/04/2007 16:00:00,0.394
04/04/2007 17:00:00,0.397
04/04/2007 18:00:00,0.402
04/04/2007 19:00:00,0.404
04/04/2007 20:00:00,0.407
04/04/2007 21:00:00,0.409
04/04/2007 22:00:00,0.408
04/04/2007 23:00:00,0.409
04/05/2007 00:00:00,0.407
04/05/2007 01:00:00,0.409
04/05/2007 02:00:00,0.409
04/05/2007 03:00:00,0.406
04/05/2007 04:00:00,0.405
04/05/2007 05:00:00,0.406
04/05/2007 06:00:00,0.406
04/05/2007 07:00:00,0.406
04/05/2007 08:00:00,0.406
04/05/2007 09:00:00,0.406
04/05/2007 10:00:00,0.404
04/05/2007 11:00:00,0.402
04/05/2007 12:00:00,0.404
04/05/2007 13:00:00,0.404
04/05/2007 14:00:00,0.407
04/05/2007 15:00:00,0.41
04/05/2007 16:00:00,0.425
04/05/2007 17:00:00,0.443
04/05/2007 18:00:00,0.46
04/05/2007 19:00:00,0.465
04/05/2007 20:00:00,0.463
04/05/2007 21:00:00,0.459
04/05/2007 22:00:00,0.455
04/05/2007 23:00:00,0.452
04/06/2007 00:00:00,0.451
04/06/2007 01:00:00,0.447
04/06/2007 02:00:00,0.445
04/06/2007 03:00:00,0.444
04/06/2007 04:00:00,0.442
04/06/2007 05:00:00,0.442
04/06/2007 06:00:00,0.441
04/06/2007 07:00:00,0.44
04/06/2007 08:00:00,0.439
04/06/2007 09:00:00,0.437
04/06/2007 10:00:00,0.437
04/06/2007 11:00:00,0.434
04/06/2007 12:00:00,0.435
04/06/2007 13:00:00,0.437
04/06/2007 14:00:00,0.443
04/06/2007 15:00:00,0.458
04/06/2007 16:00:00,0.558
04/06/2007 17:00:00,0.576
04/06/2007 18:00:00,0.576
04/06/2007 19:00:00,0.577
04/06/2007 20:00:00,0.576
04/06/2007 21:00:00,0.553
04/06/2007 22:00:00,0.547
04/06/2007 23:00:00,0.54
04/07/2007 00:00:00,0.532
04/07/2007 01:00:00,0.522
04/07/2007 02:00:00,0.518
04/07/2007 03:00:00,0.512
04/07/2007 04:00:00,0.5
04/07/2007 05:00:00,0.489
04/07/2007 06:00:00,0.479
04/07/2007 07:00:00,0.477
04/07/2007 08:00:00,0.473
04/07/2007 09:00:00,0.47
04/07/2007 10:00:00,0.467
04/07/2007 11:00:00,0.465
04/07/2007 12:00:00,0.467
04/07/2007 13:00:00,0.474
04/07/2007 14:00:00,0.499
04/07/2007 15:00:00,0.556
04/07/2007 16:00:00,0.56
04/07/2007 17:00:00,0.561
04/07/2007 18:00:00,0.562
04/07/2007 19:00:00,0.562
04/07/2007 20:00:00,0.563
04/07/2007 21:00:00,0.563
04/07/2007 22:00:00,0.565
04/07/2007 23:00:00,0.564
04/08/2007 00:00:00,0.561
04/08/2007 01:00:00,0.54
04/08/2007 02:00:00,0.533
04/08/2007 03:00:00,0.523
04/08/2007 04:00:00,0.514
04/08/2007 05:00:00,0.507
04/08/2007 06:00:00,0.5
04/08/2007 07:00:00,0.493
04/08/2007 08:00:00,0.481
04/08/2007 09:00:00,0.477
04/08/2007 10:00:00,0.473
04/08/2007 11:00:00,0.471
04/08/2007 12:00:00,0.47
04/08/2007 13:00:00,0.468
04/08/2007 14:00:00,0.472
04/08/2007 15:00:00,0.483
04/08/2007 16:00:00,0.507
04/08/2007 17:00:00,0.532
04/08/2007 18:00:00,0.552
04/08/2007 19:00:00,0.553
04/08/2007 20:00:00,0.549
04/08/2007 21:00:00,0.535
04/08/2007 22:00:00,0.522
04/08/2007 23:00:00,0.511
04/09/2007 00:00:00,0.502
04/09/2007 01:00:00,0.493
04/09/2007 02:00:00,0.479
04/09/2007 03:00:00,0.476
04/09/2007 04:00:00,0.473
04/09/2007 05:00:00,0.47
04/09/2007 06:00:00,0.469
04/09/2007 07:00:00,0.467
04/09/2007 08:00:00,0.464
04/09/2007 09:00:00,0.464
04/09/2007 10:00:00,0.464
04/09/2007 11:00:00,0.461
04/09/2007 12:00:00,0.461
04/09/2007 13:00:00,0.46
04/09/2007 14:00:00,0.457
04/09/2007 15:00:00,0.456
04/09/2007 16:00:00,0.455
04/09/2007 17:00:00,0.454
04/09/2007 18:00:00,0.454
04/09/2007 19:00:00,0.452
04/09/2007 20:00:00,0.451
04/09/2007 21:00:00,0.45
04/09/2007 22:00:00,0.448
04/09/2007 23:00:00,0.447
04/10/2007 00:00:00,0.447
04/10/2007 01:00:00,0.444
04/10/2007 02:00:00,0.443
04/10/2007 03:00:00,0.441
04/10/2007 04:00:00,0.441
04/10/2007 05:00:00,0.44
04/10/2007 06:00:00,0.441
04/10/2007 07:00:00,0.438
04/10/2007 08:00:00,0.438
04/10/2007 09:00:00,0.435
04/10/2007 10:00:00,0.433
04/10/2007 11:00:00,0.434
04/10/2007 12:00:00,0.43
04/10/2007 13:00:00,0.43
04/10/2007 14:00:00,0.43
04/10/2007 15:00:00,0.429
04/10/2007 16:00:00,0.427
04/10/2007 17:00:00,0.429
04/10/2007 18:00:00,0.427
04/10/2007 19:00:00,0.427
04/10/2007 20:00:00,0.426
04/10/2007 21:00:00,0.424
04/10/2007 22:00:00,0.424
04/10/2007 23:00:00,0.424
04/11/2007 00:00:00,0.423
04/11/2007 01:00:00,0.422
04/11/2007 02:00:00,0.421
04/11/2007 03:00:00,0.418
04/11/2007 04:00:00,0.42
04/11/2007 05:00:00,0.417
04/11/2007 06:00:00,0.418
04/11/2007 07:00:00,0.416
04/11/2007 08:00:00,0.417
04/11/2007 09:00:00,0.415
04/11/2007 10:00:00,0.414
04/11/2007 11:00:00,0.411
04/11/2007 12:00:00,0.412
04/11/2007 13:00:00,0.411
04/11/2007 14:00:00,0.41
04/11/2007 15:00:00,0.411
04/11/2007 16:00:00,0.411
04/11/2007 17:00:00,0.409
04/11/2007 18:00:00,0.408
04/11/2007 19:00:00,0.409
04/11/2007 20:00:00,0.408
04/11/2007 21:00:00,0.41
04/11/2007 22:00:00,0.406
04/11/2007 23:00:00,0.407
04/12/2007 00:00:00,0.405
04/12/2007 01:00:00,0.404
04/12/2007 02:00:00,0.404
04/12/2007 03:00:00,0.405
04/12/2007 04:00:00,0.405
04/12/2007 05:00:00,0.403
04/12/2007 06:00:00,0.403
04/12/2007 07:00:00,0.403
04/12/2007 08:00:00,0.403
04/12/2007 09:00:00,0.402
04/12/2007 10:00:00,0.403
04/12/2007 11:00:00,0.4
04/12/2007 12:00:00,0.4
04/12/2007 13:00:00,0.401
04/12/2007 14:00:00,0.399
04/12/2007 15:00:00,0.401
04/12/2007 16:00:00,0.4
04/12/2007 17:00:00,0.399
04/12/2007 18:00:00,0.399
04/12/2007 19:00:00,0.402
04/12/2007 20:00:00,0.4
04/12/2007 21:00:00,0.4
04/12/2007 22:00:00,0.399
04/12/2007 23:00:00,0.398
04/13/2007 00:00:00,0.4
04/13/2007 01:00:00,0.398
04/13/2007 02:00:00,0.398
04/13/2007 03:00:00,0.397
04/13/2007 04:00:00,0.398
04/13/2007 05:00:00,0.397
04/13/2007 06:00:00,0.397
04/13/2007 07:00:00,0.395
04/13/2007 08:00:00,0.397
04/13/2007 09:00:00,0.396
04/13/2007 10:00:00,0.397
04/13/2007 11:00:00,0.397
04/13/2007 12:00:00,0.397
04/13/2007 13:00:00,0.396
04/13/2007 14:00:00,0.397
04/13/2007 15:00:00,0.396
04/13/2007 16:00:00,0.395
04/13/2007 17:00:00,0.396
04/13/2007 18:00:00,0.397
04/13/2007 19:00:00,0.4
04/13/2007 20:00:00,0.403
04/13/2007 21:00:00,0.402
04/13/2007 22:00:00,0.403
04/13/2007 23:00:00,0.404
04/14/2007 00:00:00,0.404
04/14/2007 01:00:00,0.403
04/14/2007 02:00:00,0.405
04/14/2007 03:00:00,0.405
04/14/2007 04:00:00,0.405
04/14/2007 05:00:00,0.403
04/14/2007 06:00:00,0.404
04/14/2007 07:00:00,0.404
04/14/2007 08:00:00,0.403
04/14/2007 09:00:00,0.402
04/14/2007 10:00:00,0.401
04/14/2007 11:00:00,0.4
04/14/2007 12:00:00,0.399
04/14/2007 13:00:00,0.401
04/14/2007 14:00:00,0.403
04/14/2007 15:00:00,0.403
04/14/2007 16:00:00,0.404
04/14/2007 17:00:00,0.406
04/14/2007 18:00:00,0.408
04/14/2007 19:00:00,0.409
04/14/2007 20:00:00,0.406
04/14/2007 21:00:00,0.408
04/14/2007 22:00:00,0.408
04/14/2007 23:00:00,0.407
04/15/2007 00:00:00,0.406
04/15/2007 01:00:00,0.405
04/15/2007 02:00:00,0.406
04/15/2007 03:00:00,0.405
04/15/2007 04:00:00,0.405
04/15/2007 05:00:00,0.403
04/15/2007 06:00:00,0.404
04/15/2007 07:00:00,0.402
04/15/2007 08:00:00,0.402
04/15/2007 09:00:00,0.402
04/15/2007 10:00:00,0.401
04/15/2007 11:00:00,0.399
04/15/2007 12:00:00,0.401
04/15/2007 13:00:00,0.4
04/15/2007 14:00:00,0.4
04/15/2007 15:00:00,0.4
04/15/2007 16:00:00,0.405
04/15/2007 17:00:00,0.407
04/15/2007 18:00:00,0.411
04/15/2007 19:00:00,0.411
04/15/2007 20:00:00,0.413
04/15/2007 21:00:00,0.412
04/15/2007 22:00:00,0.411
04/15/2007 23:00:00,0.41
04/16/2007 00:00:00,0.411
04/16/2007 01:00:00,0.407
04/16/2007 02:00:00,0.409
04/16/2007 03:00:00,0.407
04/16/2007 04:00:00,0.406
04/16/2007 05:00:00,0.406
04/16/2007 06:00:00,0.406
04/16/2007 07:00:00,0.404
04/16/2007 08:00:00,0.406
04/16/2007 09:00:00,0.404
04/16/2007 10:00:00,0.404
04/16/2007 11:00:00,0.404
04/16/2007 12:00:00,0.402
04/16/2007 13:00:00,0.402
04/16/2007 14:00:00,0.403
04/16/2007 15:00:00,0.403
04/16/2007 16:00:00,0.409
04/16/2007 17:00:00,0.414
04/16/2007 18:00:00,0.418
04/16/2007 19:00:00,0.422
04/16/2007 20:00:00,0.422
04/16/2007 21:00:00,0.42
04/16/2007 22:00:00,0.42
04/16/2007 23:00:00,0.419
04/17/2007 00:00:00,0.419
04/17/2007 01:00:00,0.418
04/17/2007 02:00:00,0.416
04/17/2007 03:00:00,0.415
04/17/2007 04:00:00,0.416
04/17/2007 05:00:00,0.414
04/17/2007 06:00:00,0.413
04/17/2007 07:00:00,0.413
04/17/2007 08:00:00,0.414
04/17/2007 09:00:00,0.412
04/17/2007 10:00:00,0.412
04/17/2007 11:00:00,0.41
04/17/2007 12:00:00,0.412
04/17/2007 13:00:00,0.412
04/17/2007 14:00:00,0.414
04/17/2007 15:00:00,0.415
04/17/2007 16:00:00,0.416
04/17/2007 17:00:00,0.417
04/17/2007 18:00:00,0.419
04/17/2007 19:00:00,0.419
04/17/2007 20:00:00,0.419
04/17/2007 21:00:00,0.419
04/17/2007 22:00:00,0.415
04/17/2007 23:00:00,0.417
04/18/2007 00:00:00,0.416
04/18/2007 01:00:00,0.416
04/18/2007 02:00:00,0.417
04/18/2007 03:00:00,0.416
04/18/2007 04:00:00,0.415
04/18/2007 05:00:00,0.414
04/18/2007 06:00:00,0.413
04/18/2007 07:00:00,0.414
04/18/2007 08:00:00,0.412
04/18/2007 09:00:00,0.412
04/18/2007 10:00:00,0.412
04/18/2007 11:00:00,0.411
04/18/2007 12:00:00,0.412
04/18/2007 13:00:00,0.41
04/18/2007 14:00:00,0.411
04/18/2007 15:00:00,0.409
04/18/2007 16:00:00,0.409
04/18/2007 17:00:00,0.409
04/18/2007 18:00:00,0.409
04/18/2007 19:00:00,0.406
04/18/2007 20:00:00,0.406
04/18/2007 21:00:00,0.408
04/18/2007 22:00:00,0.406
04/18/2007 23:00:00,0.408
04/19/2007 00:00:00,0.407
04/19/2007 01:00:00,0.404
04/19/2007 02:00:00,0.406
04/19/2007 03:00:00,0.404
04/19/2007 04:00:00,0.405
04/19/2007 05:00:00,0.405
04/19/2007 06:00:00,0.404
04/19/2007 07:00:00,0.403
04/19/2007 08:00:00,0.402
04/19/2007 09:00:00,0.402
04/19/2007 10:00:00,0.402
04/19/2007 11:00:00,0.401
04/19/2007 12:00:00,0.399
04/19/2007 13:00:00,0.4
04/19/2007 14:00:00,0.4
04/19/2007 15:00:00,0.398
04/19/2007 16:00:00,0.398
04/19/2007 17:00:00,0.398
04/19/2007 18:00:00,0.4
04/19/2007 19:00:00,0.397
04/19/2007 20:00:00,0.398
04/19/2007 21:00:00,0.396
04/19/2007 22:00:00,0.397
04/19/2007 23:00:00,0.397
04/20/2007 00:00:00,0.395
04/20/2007 01:00:00,0.396
04/20/2007 02:00:00,0.395
04/20/2007 03:00:00,0.395
04/20/2007 04:00:00,0.398
04/20/2007 05:00:00,0.395
04/20/2007 06:00:00,0.396
04/20/2007 07:00:00,0.394
04/20/2007 08:00:00,0.395
04/20/2007 09:00:00,0.394
04/20/2007 10:00:00,0.392
04/20/2007 11:00:00,0.393
04/20/2007 12:00:00,0.392
04/20/2007 13:00:00,0.392
04/20/2007 14:00:00,0.392
04/20/2007 15:00:00,0.39
04/20/2007 16:00:00,0.392
04/20/2007 17:00:00,0.391
04/20/2007 18:00:00,0.39
04/20/2007 19:00:00,0.391
04/20/2007 20:00:00,0.391
04/20/2007 21:00:00,0.391
04/20/2007 22:00:00,0.393
04/20/2007 23:00:00,0.392
04/21/2007 00:00:00,0.394
04/21/2007 01:00:00,0.392
04/21/2007 02:00:00,0.393
04/21/2007 03:00:00,0.393
04/21/2007 04:00:00,0.392
04/21/2007 05:00:00,0.394
04/21/2007 06:00:00,0.393
04/21/2007 07:00:00,0.393
04/21/2007 08:00:00,0.394
04/21/2007 09:00:00,0.392
04/21/2007 10:00:00,0.391
04/21/2007 11:00:00,0.39
04/21/2007 12:00:00,0.39
04/21/2007 13:00:00,0.391
04/21/2007 14:00:00,0.389
04/21/2007 15:00:00,0.39
04/21/2007 16:00:00,0.39
04/21/2007 17:00:00,0.391
04/21/2007 18:00:00,0.389
04/21/2007 19:00:00,0.391
04/21/2007 20:00:00,0.392
04/21/2007 21:00:00,0.392
04/21/2007 22:00:00,0.396
04/21/2007 23:00:00,0.395
04/22/2007 00:00:00,0.395
04/22/2007 01:00:00,0.395
04/22/2007 02:00:00,0.396
04/22/2007 03:00:00,0.396
04/22/2007 04:00:00,0.396
04/22/2007 05:00:00,0.396
04/22/2007 06:00:00,0.395
04/22/2007 07:00:00,0.393
04/22/2007 08:00:00,0.395
04/22/2007 09:00:00,0.393
04/22/2007 10:00:00,0.393
04/22/2007 11:00:00,0.395
04/22/2007 12:00:00,0.394
04/22/2007 13:00:00,0.394
04/22/2007 14:00:00,0.392
04/22/2007 15:00:00,0.391
04/22/2007 16:00:00,0.393
04/22/2007 17:00:00,0.393
04/22/2007 18:00:00,0.393
04/22/2007 19:00:00,0.398
04/22/2007 20:00:00,0.4
04/22/2007 21:00:00,0.399
04/22/2007 22:00:00,0.398
04/22/2007 23:00:00,0.4
04/23/2007 00:00:00,0.402
04/23/2007 01:00:00,0.399
04/23/2007 02:00:00,0.401
04/23/2007 03:00:00,0.399
04/23/2007 04:00:00,0.399
04/23/2007 05:00:00,0.399
04/23/2007 06:00:00,0.399
04/23/2007 07:00:00,0.399
04/23/2007 08:00:00,0.398
04/23/2007 09:00:00,0.398
04/23/2007 10:00:00,0.395
04/23/2007 11:00:00,0.397
04/23/2007 12:00:00,0.395
04/23/2007 13:00:00,0.395
04/23/2007 14:00:00,0.396
04/23/2007 15:00:00,0.394
04/23/2007 16:00:00,0.394
04/23/2007 17:00:00,0.395
04/23/2007 18:00:00,0.397
04/23/2007 19:00:00,0.4
04/23/2007 20:00:00,0.403
04/23/2007 21:00:00,0.405
04/23/2007 22:00:00,0.406
04/23/2007 23:00:00,0.406
04/24/2007 00:00:00,0.407
04/24/2007 01:00:00,0.406
04/24/2007 02:00:00,0.407
04/24/2007 03:00:00,0.406
04/24/2007 04:00:00,0.404
04/24/2007 05:00:00,0.403
04/24/2007 06:00:00,0.404
04/24/2007 07:00:00,0.404
04/24/2007 08:00:00,0.404
04/24/2007 09:00:00,0.401
04/24/2007 10:00:00,0.404
04/24/2007 11:00:00,0.401
04/24/2007 12:00:00,0.403
04/24/2007 13:00:00,0.401
04/24/2007 14:00:00,0.404
04/24/2007 15:00:00,0.411
04/24/2007 16:00:00,0.423
04/24/2007 17:00:00,0.434
04/24/2007 18:00:00,0.442
04/24/2007 19:00:00,0.442
04/24/2007 20:00:00,0.441
04/24/2007 21:00:00,0.437
04/24/2007 22:00:00,0.432
04/24/2007 23:00:00,0.432
04/25/2007 00:00:00,0.43
04/25/2007 01:00:00,0.429
04/25/2007 02:00:00,0.427
04/25/2007 03:00:00,0.427
04/25/2007 04:00:00,0.427
04/25/2007 05:00:00,0.427
04/25/2007 06:00:00,0.427
04/25/2007 07:00:00,0.427
04/25/2007 08:00:00,0.424
04/25/2007 09:00:00,0.424
04/25/2007 10:00:00,0.425
04/25/2007 11:00:00,0.425
04/25/2007 12:00:00,0.427
04/25/2007 13:00:00,0.43
04/25/2007 14:00:00,0.434
04/25/2007 15:00:00,0.444
04/25/2007 16:00:00,0.45
04/25/2007 17:00:00,0.454
04/25/2007 18:00:00,0.458
04/25/2007 19:00:00,0.457
04/25/2007 20:00:00,0.453
04/25/2007 21:00:00,0.451
04/25/2007 22:00:00,0.448
04/25/2007 23:00:00,0.447
04/26/2007 00:00:00,0.445
04/26/2007 01:00:00,0.444
04/26/2007 02:00:00,0.443
04/26/2007 03:00:00,0.443
04/26/2007 04:00:00,0.443
04/26/2007 05:00:00,0.441
04/26/2007 06:00:00,0.442
04/26/2007 07:00:00,0.441
04/26/2007 08:00:00,0.439
04/26/2007 09:00:00,0.44
04/26/2007 10:00:00,0.44
04/26/2007 11:00:00,0.439
04/26/2007 12:00:00,0.439
04/26/2007 13:00:00,0.441
04/26/2007 14:00:00,0.442
04/26/2007 15:00:00,0.443
04/26/2007 16:00:00,0.446
04/26/2007 17:00:00,0.446
04/26/2007 18:00:00,0.445
04/26/2007 19:00:00,0.444
04/26/2007 20:00:00,0.443
04/26/2007 21:00:00,0.445
04/26/2007 22:00:00,0.442
04/26/2007 23:00:00,0.443
04/27/2007 00:00:00,0.443
04/27/2007 01:00:00,0.443
04/27/2007 02:00:00,0.441
04/27/2007 03:00:00,0.441
04/27/2007 04:00:00,0.44
04/27/2007 05:00:00,0.44
04/27/2007 06:00:00,0.441
04/27/2007 07:00:00,0.439
04/27/2007 08:00:00,0.439
04/27/2007 09:00:00,0.44
04/27/2007 10:00:00,0.439
04/27/2007 11:00:00,0.437
04/27/2007 12:00:00,0.439
04/27/2007 13:00:00,0.439
04/27/2007 14:00:00,0.438
04/27/2007 15:00:00,0.441
04/27/2007 16:00:00,0.439
04/27/2007 17:00:00,0.442
04/27/2007 18:00:00,0.439
04/27/2007 19:00:00,0.441
04/27/2007 20:00:00,0.439
04/27/2007 21:00:00,0.438
04/27/2007 22:00:00,0.44
04/27/2007 23:00:00,0.44
04/28/2007 00:00:00,0.438
04/28/2007 01:00:00,0.44
04/28/2007 02:00:00,0.441
04/28/2007 03:00:00,0.44
04/28/2007 04:00:00,0.441
04/28/2007 05:00:00,0.441
04/28/2007 06:00:00,0.441
04/28/2007 07:00:00,0.44
04/28/2007 08:00:00,0.441
04/28/2007 09:00:00,0.439
04/28/2007 10:00:00,0.439
04/28/2007 11:00:00,0.439
04/28/2007 12:00:00,0.438
04/28/2007 13:00:00,0.438
04/28/2007 14:00:00,0.438
04/28/2007 15:00:00,0.436
04/28/2007 16:00:00,0.438
04/28/2007 17:00:00,0.437
04/28/2007 18:00:00,0.437
04/28/2007 19:00:00,0.436
04/28/2007 20:00:00,0.437
04/28/2007 21:00:00,0.438
04/28/2007 22:00:00,0.436
04/28/2007 23:00:00,0.436
04/29/2007 00:00:00,0.438
04/29/2007 01:00:00,0.438
04/29/2007 02:00:00,0.437
04/29/2007 03:00:00,0.437
04/29/2007 04:00:00,0.439
04/29/2007 05:00:00,0.438
04/29/2007 06:00:00,0.438
04/29/2007 07:00:00,0.436
04/29/2007 08:00:00,0.438
04/29/2007 09:00:00,0.436
04/29/2007 10:00:00,0.437
04/29/2007 11:00:00,0.436
04/29/2007 12:00:00,0.435
04/29/2007 13:00:00,0.436
04/29/2007 14:00:00,0.435
04/29/2007 15:00:00,0.434
04/29/2007 16:00:00,0.434
04/29/2007 17:00:00,0.434
04/29/2007 18:00:00,0.434
04/29/2007 19:00:00,0.432
04/29/2007 20:00:00,0.432
04/29/2007 21:00:00,0.433
04/29/2007 22:00:00,0.431
04/29/2007 23:00:00,0.43
04/30/2007 00:00:00,0.428
04/30/2007 01:00:00,0.428
04/30/2007 02:00:00,0.429
04/30/2007 03:00:00,0.427
04/30/2007 04:00:00,0.426
04/30/2007 05:00:00,0.426
04/30/2007 06:00:00,0.428
04/30/2007 07:00:00,0.424
04/30/2007 08:00:00,0.426
04/30/2007 09:00:00,0.422
04/30/2007 10:00:00,0.424
04/30/2007 11:00:00,0.422
04/30/2007 12:00:00,0.421
04/30/2007 13:00:00,0.422
04/30/2007 14:00:00,0.42
04/30/2007 15:00:00,0.421
04/30/2007 16:00:00,0.42
04/30/2007 17:00:00,0.42
04/30/2007 18:00:00,0.419
04/30/2007 19:00:00,0.418
04/30/2007 20:00:00,0.419
04/30/2007 21:00:00,0.418
04/30/2007 22:00:00,0.418
04/30/2007 23:00:00,0.417
